Country,Year,PLI,Real_Power_Index,Category,Dynamic_Category
Puerto Rico,1994,64.8999402499715,1.5408334678712423,Moderate,Expensive
Qatar,1994,24.850268348158544,4.024101414076287,Cheap,Cheap
Romania,1994,26.485091694725725,3.775709034827096,Cheap,Cheap
Senegal,1997,37.85678596489641,2.641534336610808,Cheap,Cheap
Serbia,1997,59.16460669271181,1.690199691842429,Cheap,Moderate
Seychelles,1997,57.56384389163232,1.737201570281799,Cheap,Moderate
Sierra Leone,1997,27.014860971384422,3.7016662830849034,Cheap,Cheap
Singapore,1997,67.1373395763598,1.489484102751246,Moderate,Expensive
Slovak Republic,1997,51.024696952532,1.9598352557199794,Cheap,Moderate
Slovenia,1997,68.40666266506602,1.4618459095077019,Moderate,Expensive
Solomon Islands,1997,85.40337906793486,1.170913857172491,Moderate,Expensive
"Somalia, Federal Republic of",1997,68.22124153031098,1.4658191166979802,Moderate,Expensive
South Africa,1997,49.77878931839282,2.0088877485626373,Cheap,Moderate
Spain,1997,82.23227272727273,1.216067569136205,Moderate,Expensive
Sri Lanka,1997,27.80371592832937,3.596641551718251,Cheap,Cheap
St. Kitts and Nevis,1997,59.213646265230416,1.6887999018347712,Cheap,Moderate
St. Lucia,1997,60.73145253099334,1.646593253289415,Moderate,Expensive
St. Vincent and the Grenadines,1997,51.17089187861481,1.9542360183444782,Cheap,Moderate
Sudan,1997,15.820714623107005,6.320826990580098,Cheap,Cheap
Philippines,1996,42.51608966514317,2.352050736264794,Cheap,Moderate
Poland,1996,50.10062683134898,1.9959830110833656,Cheap,Moderate
Portugal,1996,81.65856511567455,1.2246112806212508,Moderate,Expensive
Puerto Rico,1996,66.6655554694167,1.5000250023548625,Moderate,Expensive
Qatar,1996,27.47379457122225,3.639832122234261,Cheap,Cheap
Romania,1996,28.421571084493745,3.5184543353607234,Cheap,Cheap
Russian Federation,1996,47.91585375370688,2.0869919278494287,Cheap,Moderate
Rwanda,1996,47.561907090909976,2.1025229246770887,Cheap,Moderate
Samoa,1996,52.93756901788713,1.8890176080093686,Cheap,Moderate
São Tomé and Príncipe,1996,58.316238873060286,1.7147882293588022,Cheap,Moderate
Saudi Arabia,1996,23.61890510978237,4.233896513627232,Cheap,Cheap
Senegal,1996,43.08638629872876,2.3209187075164492,Cheap,Moderate
Serbia,1996,56.202846271783045,1.77926931878903,Cheap,Moderate
Seychelles,1996,58.7080220125256,1.7033447316393078,Cheap,Moderate
Sierra Leone,1996,28.64854354175373,3.4905788440607917,Cheap,Cheap
Singapore,1996,71.14440642094449,1.4055918803837344,Moderate,Expensive
Italy,1991,112.30685188075542,0.8904176221249392,Expensive,Expensive
Jamaica,1991,33.56339665088209,2.9794362304916437,Cheap,Cheap
Jordan,1991,26.4500502083736,3.7807111597974146,Cheap,Cheap
Kazakhstan,1991,20.05372231044554,4.986605401826683,Cheap,Cheap
Kenya,1991,33.49452146485124,2.9855628809308064,Cheap,Cheap
Kiribati,1991,47.411372287775016,2.109198598872552,Cheap,Moderate
"Korea, Rep.",1991,80.96356653743838,1.2351234546190475,Moderate,Expensive
Kuwait,1991,34.83095565289029,2.8710093686936196,Cheap,Cheap
Kyrgyz Republic,1991,23.914595663746876,4.181546759395733,Cheap,Cheap
Lao PDR,1991,21.850186408007776,4.576619994571371,Cheap,Cheap
Lebanon,1991,28.23831649544864,3.541287598222,Cheap,Cheap
Lesotho,1991,46.06270171250835,2.170953858159061,Cheap,Moderate
Liberia,1991,22.4384438540258,4.456637040008391,Cheap,Cheap
Libya,1991,35.05085906477495,2.852997120989168,Cheap,Cheap
Luxembourg,1991,107.70348493797992,0.9284750633425102,Expensive,Expensive
Togo,1991,49.65144112751596,2.0140402318470016,Cheap,Moderate
Tonga,1991,50.46337966341131,1.981635012696255,Cheap,Moderate
Trinidad and Tobago,1991,57.81671493984706,1.729603629400957,Cheap,Moderate
Tunisia,1991,44.78229626137054,2.2330252878582413,Cheap,Moderate
Türkiye,1991,43.672099712368166,2.2897914379802415,Cheap,Moderate
Turkmenistan,1991,26.874873108379006,3.720947801194349,Cheap,Cheap
Tuvalu,1991,64.12790151810765,1.5593836322831058,Moderate,Expensive
Uganda,1991,42.09434470086063,2.3756160289616166,Cheap,Moderate
Ukraine,1991,20.74061868145179,4.821456945709599,Cheap,Cheap
United Arab Emirates,1991,29.445175248551624,3.3961421236546685,Cheap,Cheap
United Kingdom,1991,118.51975308641978,0.8437412110290515,Expensive,Expensive
United States,1991,100.0,1.0,Moderate,Expensive
Uruguay,1991,53.931981882117576,1.854187376584382,Cheap,Moderate
Uzbekistan,1991,26.225817621858997,3.8130365063108975,Cheap,Cheap
Vanuatu,1991,73.85910343098647,1.353929243040967,Moderate,Expensive
"Venezuela, RB",1991,25.023691360281564,3.9962129711495455,Cheap,Cheap
Vietnam,1991,14.0621151107794,7.111305746839207,Cheap,Cheap
Colombia,1993,39.82331116270437,2.511092048359172,Cheap,Moderate
Comoros,1993,55.6378592658823,1.7973373044803869,Cheap,Moderate
"Congo, Dem. Rep.",1993,45.68853833995361,2.1887327464041944,Cheap,Moderate
"Congo, Rep.",1993,31.816071285348556,3.143065625643429,Cheap,Cheap
Costa Rica,1993,47.1397095764663,2.1213537567045875,Cheap,Moderate
Côte d’Ivoire,1993,46.41395313124267,2.154524518030913,Cheap,Moderate
Croatia,1993,35.67142021443486,2.8033646936079606,Cheap,Cheap
Cyprus,1993,70.87330664526161,1.4109684553103283,Moderate,Expensive
Czechia,1993,32.54602613796179,3.0725717350592205,Cheap,Cheap
Dominica,1993,73.30711269667036,1.364124111855002,Moderate,Expensive
Dominican Republic,1993,38.49872997659992,2.59748828236104,Cheap,Moderate
Ecuador,1993,31.783842945015007,3.1462526470759586,Cheap,Cheap
"Egypt, Arab Rep.",1993,19.00758500930003,5.261057622579197,Cheap,Cheap
Chile,1991,57.27835233733205,1.7458602756424517,Cheap,Moderate
China,1991,30.23824260143797,3.3070704973854705,Cheap,Cheap
Colombia,1991,33.83560738610553,2.9554663777386376,Cheap,Cheap
Comoros,1991,60.06222034315771,1.6649401142459097,Moderate,Expensive
"Congo, Dem. Rep.",1991,33.30767589156994,3.00231094854954,Cheap,Cheap
"Congo, Rep.",1991,34.358723178062974,2.910469038146535,Cheap,Cheap
Costa Rica,1991,43.54670824159599,2.2963848253512675,Cheap,Moderate
Côte d’Ivoire,1991,45.96179797792227,2.1757199326282874,Cheap,Moderate
Croatia,1991,50.531209687557386,1.9789749863166965,Cheap,Moderate
Cyprus,1991,71.57732977613826,1.3970903959780994,Moderate,Expensive
Czechia,1991,24.787902432404927,4.034225980705459,Cheap,Cheap
Dominica,1991,71.61030300575408,1.396447100523576,Moderate,Expensive
Dominican Republic,1991,36.15716505250781,2.7657035570896937,Cheap,Cheap
Ecuador,1991,31.084540415487243,3.217033247503863,Cheap,Cheap
Sierra Leone,1993,22.798293970323847,4.386293120448763,Cheap,Cheap
Singapore,1993,60.84107991197729,1.6436263153888202,Moderate,Expensive
Slovak Republic,1993,41.52483017100023,2.4081976877014943,Cheap,Moderate
Slovenia,1993,55.90835978835978,1.7886412761624277,Cheap,Moderate
Solomon Islands,1993,75.52075258554872,1.324139346820221,Moderate,Expensive
"Somalia, Federal Republic of",1993,39.56942137849527,2.5272040003684975,Cheap,Moderate
South Africa,1993,53.329535487841454,1.875133527514015,Cheap,Moderate
Spain,1993,89.03137665054255,1.1231995254045148,Moderate,Expensive
Sri Lanka,1993,25.315838681199708,3.9500962721121686,Cheap,Cheap
St. Kitts and Nevis,1993,56.49837840780111,1.7699623036648486,Cheap,Moderate
St. Lucia,1993,59.407170590823696,1.6832984807299753,Cheap,Expensive
St. Vincent and the Grenadines,1993,50.76985855215778,1.9696726138652967,Cheap,Moderate
Sudan,1993,17.431742703453178,5.736661084390047,Cheap,Cheap
Suriname,1993,24.588650597268792,4.066916954406095,Cheap,Cheap
Sweden,1993,117.8281213865406,0.8486938332144444,Expensive,Expensive
Spain,1995,94.99292767547372,1.052709948488292,Moderate,Expensive
Sri Lanka,1995,27.46363947762088,3.6411780048848352,Cheap,Cheap
St. Kitts and Nevis,1995,58.03068391627815,1.723226287394298,Cheap,Moderate
St. Lucia,1995,61.39990316941258,1.6286670635959035,Moderate,Expensive
St. Vincent and the Grenadines,1995,50.49537466698667,1.980379404242324,Cheap,Moderate
Sudan,1995,24.31549277495033,4.112604294123925,Cheap,Cheap
Suriname,1995,33.16924336635566,3.0148411555698114,Cheap,Cheap
Tajikistan,1995,20.58786275171113,4.857230748329554,Cheap,Cheap
Tanzania,1995,26.331490956063668,3.797734057933085,Cheap,Cheap
Thailand,1995,41.50809319175068,2.4091687261575774,Cheap,Moderate
Timor-Leste,1995,29.014247815835898,3.4465825422991068,Cheap,Cheap
Togo,1995,36.76082641845133,2.7202870485470667,Cheap,Cheap
Tonga,1995,62.2692689537239,1.6059286013830691,Moderate,Expensive
Suriname,1997,36.365021104939,2.749895282926655,Cheap,Cheap
Tajikistan,1997,17.557840479315658,5.695461245237241,Cheap,Cheap
Tanzania,1997,34.34093324842054,2.911976773508313,Cheap,Cheap
Thailand,1997,34.60093606937102,2.8900952216873885,Cheap,Cheap
Timor-Leste,1997,30.3652055166408,3.2932429831636676,Cheap,Cheap
Togo,1997,32.63534131040047,3.064162836505444,Cheap,Cheap
Tonga,1997,62.19044988718433,1.6079639266383108,Moderate,Expensive
Trinidad and Tobago,1997,40.80253252833032,2.4508282649016273,Cheap,Moderate
Tunisia,1997,43.54031166517152,2.2967221908976674,Cheap,Moderate
Türkiye,1997,36.46396470549501,2.7424335452181454,Cheap,Cheap
Turkmenistan,1997,33.26728479106339,3.0059561706960545,Cheap,Cheap
Tuvalu,1997,66.30375315299032,1.5082102482080981,Moderate,Expensive
Uganda,1997,46.09562294598268,2.1694033751791433,Cheap,Moderate
Algeria,1996,21.79024051424911,4.589210474047215,Cheap,Cheap
Andorra,1996,72.07618639562759,1.3874207973643065,Moderate,Expensive
Angola,1996,22.04484796711688,4.536207287487972,Cheap,Cheap
Antigua and Barbuda,1996,60.91108117441444,1.641737399368389,Moderate,Expensive
Argentina,1996,73.0119100894244,1.3696395543894249,Moderate,Expensive
Armenia,1996,25.34769468297193,3.945131943978242,Cheap,Cheap
Aruba,1996,58.79382718158325,1.7008588281071162,Cheap,Moderate
Australia,1996,99.64757234630322,1.0035367409902571,Moderate,Expensive
Azerbaijan,1996,17.001423068619115,5.881860571105839,Cheap,Cheap
"Bahamas, The",1996,93.8436469967926,1.0656022352095695,Moderate,Expensive
Bahrain,1996,30.14966872339521,3.316786028975605,Cheap,Cheap
Bangladesh,1996,35.33799700697653,2.8298151697804976,Cheap,Cheap
Barbados,1996,86.1217196282126,1.161147274249747,Moderate,Expensive
Belarus,1996,35.33420839664456,2.8301185886902815,Cheap,Cheap
Belize,1996,66.422972277621,1.5055032403855806,Moderate,Expensive
"Egypt, Arab Rep.",1991,17.173257465000567,5.823007091333833,Cheap,Cheap
El Salvador,1991,32.4553858039607,3.0811527123426297,Cheap,Cheap
Equatorial Guinea,1991,49.71415044039422,2.0114997262177297,Cheap,Moderate
Eswatini,1991,43.79865778948001,2.2831749886184634,Cheap,Moderate
Ethiopia,1991,72.39831957890726,1.381247528694496,Moderate,Expensive
Fiji,1991,44.99541062407286,2.222448881186547,Cheap,Moderate
France,1991,118.15219160562728,0.8463660186159193,Expensive,Expensive
Gabon,1991,44.60733865463005,2.241783594718454,Cheap,Moderate
"Gambia, The",1991,28.32439495554246,3.5305255472167536,Cheap,Cheap
Georgia,1991,28.080711757410924,3.561163294716292,Cheap,Cheap
Germany,1991,111.63123158515027,0.8958066535682876,Expensive,Expensive
Ghana,1991,54.39804659001389,1.83830130434054,Cheap,Moderate
Greece,1991,72.67601420826321,1.3759697898874326,Moderate,Expensive
Greenland,1991,86.47918634405667,1.1563476048693484,Moderate,Expensive
Gabon,1996,37.20627545240299,2.6877186384304275,Cheap,Cheap
"Gambia, The",1996,28.39879142248044,3.521276610413785,Cheap,Cheap
Georgia,1996,31.03640445992512,3.2220227097865726,Cheap,Cheap
Ghana,1996,41.9258389152558,2.385163960633651,Cheap,Moderate
Greece,1996,85.13236126840317,1.1746414466846808,Moderate,Expensive
Greenland,1996,91.15136881738562,1.097076229325112,Moderate,Expensive
Grenada,1996,65.72478074847814,1.5214961367872726,Moderate,Expensive
Guatemala,1996,31.360712533502436,3.188703059382681,Cheap,Cheap
Guinea,1996,69.26678807876752,1.4436933308685234,Moderate,Expensive
Guinea-Bissau,1996,58.43151886145116,1.711405110606712,Cheap,Moderate
Guyana,1996,44.48315711880171,2.248041876455144,Cheap,Moderate
Haiti,1996,31.410249634805137,3.183674156132519,Cheap,Cheap
Honduras,1996,50.255025667744,1.9898507397278005,Cheap,Moderate
"Hong Kong SAR, China",1996,98.88480879563498,1.0112776797361238,Moderate,Expensive
Afghanistan,2004,22.82379654238437,4.381392018382983,Cheap,Cheap
Qatar,1995,26.23046665562829,3.8123606915907815,Cheap,Cheap
Romania,1995,30.39317397811728,3.2902124691550414,Cheap,Cheap
Russian Federation,1995,47.49058588991029,2.1056804864823895,Cheap,Moderate
Rwanda,1995,51.09791958551712,1.9570268381013185,Cheap,Moderate
Samoa,1995,51.98713900251477,1.923552669346984,Cheap,Moderate
São Tomé and Príncipe,1995,46.23327833157268,2.162944173736217,Cheap,Moderate
Saudi Arabia,1995,22.447159455302,4.454906653072315,Cheap,Cheap
Senegal,1995,43.16902338518083,2.316475846760255,Cheap,Moderate
Serbia,1995,46.780769868293504,2.13763048965504,Cheap,Moderate
Seychelles,1995,66.43347708108591,1.5052651824613095,Moderate,Expensive
Sierra Leone,1995,27.44757638389428,3.6433089246698707,Cheap,Cheap
Singapore,1995,71.00257021544265,1.4083997198491638,Moderate,Expensive
Slovak Republic,1995,55.40862745098038,1.8047730940180622,Cheap,Moderate
Slovenia,1995,78.74120501415285,1.2699831045515002,Moderate,Expensive
Solomon Islands,1995,79.40860164013243,1.2593094190624918,Moderate,Expensive
"Somalia, Federal Republic of",1995,54.097608070219394,1.8485105639088277,Cheap,Moderate
South Africa,1995,56.08041366188744,1.7831537513775608,Cheap,Moderate
Colombia,1998,45.706863113372926,2.1878552407317136,Cheap,Moderate
Comoros,1998,41.122076600177785,2.4317838073276596,Cheap,Moderate
"Congo, Dem. Rep.",1998,27.314489928609163,3.6610604943151484,Cheap,Cheap
"Congo, Rep.",1998,20.02125757901686,4.994691247806746,Cheap,Cheap
Costa Rica,1998,49.51325769927213,2.019661089709919,Cheap,Moderate
Côte d’Ivoire,1998,38.11798973385087,2.6234332056392393,Cheap,Moderate
Croatia,1998,57.76367113243492,1.7311919072929027,Cheap,Moderate
Cyprus,1998,80.45247287558293,1.2429698730907461,Moderate,Expensive
Czechia,1998,43.32647485223598,2.308057610065159,Cheap,Moderate
Dominica,1998,78.20615266986482,1.2786717743568659,Moderate,Expensive
Dominican Republic,1998,43.73257876112211,2.2866248191359606,Cheap,Moderate
Ecuador,1998,36.79483964923101,2.7177724092103754,Cheap,Cheap
Maldives,1996,25.676995904260068,3.8945365872574293,Cheap,Cheap
Mali,1996,29.394184543883014,3.402033482191299,Cheap,Cheap
Malta,1996,68.62989116253138,1.457091047444283,Moderate,Expensive
Marshall Islands,1996,87.99229051043889,1.1364631994451444,Moderate,Expensive
Mauritania,1996,36.02425171760954,2.775907763022807,Cheap,Cheap
Mauritius,1996,54.839653780768586,1.8234980184187166,Cheap,Moderate
Mexico,1996,49.2261016852803,2.0314426000932393,Cheap,Moderate
"Micronesia, Fed. Sts.",1996,89.6564610059865,1.1153685844606653,Moderate,Expensive
Moldova,1996,22.58722896495696,4.427280573245411,Cheap,Cheap
Mongolia,1996,17.992509677671073,5.55786834585401,Cheap,Cheap
Morocco,1996,50.01125977448613,1.9995497104237365,Cheap,Moderate
Mozambique,1996,69.87141406971489,1.4312004606093134,Moderate,Expensive
Myanmar,1996,21.459980609120155,4.659836456585686,Cheap,Cheap
Namibia,1996,52.548253628259765,1.9030128138496558,Cheap,Moderate
Nauru,1996,47.05158493883399,2.125326917892304,Cheap,Moderate
Nepal,1996,19.225229016868848,5.201498505544809,Cheap,Cheap
Albania,1994,29.88458794780564,3.3462064183268345,Cheap,Cheap
Algeria,1994,22.18570281435076,4.507407353140748,Cheap,Cheap
Andorra,1994,66.98805825896828,1.4928033831554166,Moderate,Expensive
Angola,1994,17.64783304319335,5.666418067036809,Cheap,Cheap
Antigua and Barbuda,1994,59.42671347543296,1.682744916414401,Cheap,Expensive
Argentina,1994,73.6171486524754,1.3583791525541173,Moderate,Expensive
Armenia,1994,24.560801919996404,4.0715282964186965,Cheap,Cheap
Aruba,1994,57.26290682891844,1.746331186063695,Cheap,Moderate
Australia,1994,89.9968177101349,1.1111504000295178,Moderate,Expensive
Austria,1994,113.27201541982896,0.8828305882027626,Expensive,Expensive
"Bahamas, The",1994,95.845316545436,1.0433477983516748,Moderate,Expensive
Bahrain,1994,30.946292696134307,3.2314048400534783,Cheap,Cheap
Bangladesh,1994,33.5527686369581,2.980379982409285,Cheap,Cheap
Barbados,1994,86.44222477748521,1.1568420440058602,Moderate,Expensive
Belarus,1994,34.84236426011009,2.87006929993229,Cheap,Cheap
"Korea, Rep.",1996,91.43592014601715,1.0936620951624545,Moderate,Expensive
Kuwait,1996,31.980730305571008,3.126882939961509,Cheap,Cheap
Kyrgyz Republic,1996,26.22851536431437,3.812644315204231,Cheap,Cheap
Lao PDR,1996,25.880933569019348,3.8638482546744193,Cheap,Cheap
Latvia,1996,41.49132210311384,2.4101425293578487,Cheap,Moderate
Lebanon,1996,44.883071256952014,2.2280115241559106,Cheap,Moderate
Lesotho,1996,43.48780738035688,2.2994951004397906,Cheap,Moderate
Liberia,1996,25.3006770019433,3.9524634061104047,Cheap,Cheap
Libya,1996,28.830857465352107,3.4685059270323966,Cheap,Cheap
Lithuania,1996,36.12602503236944,2.7680875465927555,Cheap,Cheap
"Macao SAR, China",1996,50.37036417317546,1.9852943619028787,Cheap,Moderate
Madagascar,1996,30.379572048861075,3.2916856050231615,Cheap,Cheap
Malawi,1996,47.55217754475945,2.1029531172546823,Cheap,Moderate
Malaysia,1996,41.31060443595437,2.4206859561939926,Cheap,Moderate
Bangladesh,1997,34.539046649301405,2.8952738914703837,Cheap,Cheap
Barbados,1997,85.43803314754189,1.17043892884696,Moderate,Expensive
Belarus,1997,30.38064231324014,3.2915696438853486,Cheap,Cheap
Belgium,1997,104.58209291835814,0.956186639696194,Expensive,Expensive
Belize,1997,64.307455087299,1.5550296596910491,Moderate,Expensive
Benin,1997,31.227429301656763,3.20231291003818,Cheap,Cheap
Bhutan,1997,25.510446451552944,3.9199627568224122,Cheap,Cheap
Bolivia,1997,31.088612093609413,3.2166119123907766,Cheap,Cheap
Bosnia and Herzegovina,1997,36.98468726443569,2.7038217001812948,Cheap,Cheap
Botswana,1997,36.781834046879794,2.718733379976277,Cheap,Cheap
Brazil,1997,61.6093794038357,1.6231294807325094,Moderate,Expensive
Brunei Darussalam,1997,34.49885864987796,2.8986466194397926,Cheap,Cheap
Bulgaria,1997,23.673893499245963,4.224062256729553,Cheap,Cheap
Burkina Faso,1997,28.19422916349001,3.546825111625841,Cheap,Cheap
Burundi,1997,38.33123840303732,2.608838226110538,Cheap,Moderate
Afghanistan,2000,21.5021739766249,4.650692535029733,Cheap,Cheap
Albania,2000,29.17262499483008,3.4278711640698023,Cheap,Cheap
Dominica,1996,77.33855727136036,1.2930161038448995,Moderate,Expensive
Dominican Republic,1996,44.00059936988438,2.272696313960752,Cheap,Moderate
Ecuador,1996,36.76239754008454,2.7201707911178317,Cheap,Cheap
"Egypt, Arab Rep.",1996,22.75305807208467,4.395013614573782,Cheap,Cheap
El Salvador,1996,42.5612659222429,2.349554174039243,Cheap,Moderate
Equatorial Guinea,1996,27.436032684945115,3.644841845332568,Cheap,Cheap
Eritrea,1996,22.48629230611591,4.447153787678976,Cheap,Cheap
Estonia,1996,49.056834438808686,2.0384519536158727,Cheap,Moderate
Eswatini,1996,46.03322566040091,2.1723439660241506,Cheap,Moderate
Ethiopia,1996,32.49619078515202,3.0772837549221754,Cheap,Cheap
Fiji,1996,50.886172891222834,1.9651703855537666,Cheap,Moderate
Jordan,1992,27.645946709464592,3.6171667785847603,Cheap,Cheap
Kazakhstan,1992,20.69948075479969,4.831039057673585,Cheap,Cheap
Kenya,1992,33.24556701158211,3.0079198217663707,Cheap,Cheap
Kiribati,1992,55.74825169620041,1.793778225458066,Cheap,Moderate
"Korea, Rep.",1992,80.12479139200266,1.2480531713431844,Moderate,Expensive
Kuwait,1992,33.60019199924073,2.9761734695521898,Cheap,Cheap
Kyrgyz Republic,1992,24.71481263380481,4.046156508717385,Cheap,Cheap
Lao PDR,1992,22.201124965642805,4.504276254232805,Cheap,Cheap
Lebanon,1992,29.54095786421622,3.3851305858004275,Cheap,Cheap
Lesotho,1992,49.68213121088291,2.0127961011884876,Cheap,Moderate
Liberia,1992,21.7052422500263,4.6071819355012655,Cheap,Cheap
Libya,1992,37.31208617304486,2.680096726198129,Cheap,Cheap
Luxembourg,1992,116.0146800501882,0.8619598826350233,Expensive,Expensive
"Macao SAR, China",1992,42.29147793718772,2.3645425716387187,Cheap,Moderate
Afghanistan,2013,29.864746561109463,3.3484295537341753,Cheap,Cheap
Albania,2013,41.74708810457293,2.3953766487738846,Cheap,Moderate
Benin,1996,34.961951335663095,2.860252250794553,Cheap,Cheap
Bhutan,1996,23.55475111031505,4.24542800438287,Cheap,Cheap
Bolivia,1996,30.97701164741166,3.2282003550964116,Cheap,Cheap
Bosnia and Herzegovina,1996,39.00541654636876,2.563746496108361,Cheap,Moderate
Botswana,1996,39.13858827826841,2.5550231727577337,Cheap,Moderate
Brazil,1996,62.39439579896368,1.6027080432384109,Moderate,Expensive
Brunei Darussalam,1996,36.69918777751576,2.724855945211581,Cheap,Cheap
Bulgaria,1996,21.465792682874262,4.658574760194229,Cheap,Cheap
Burkina Faso,1996,32.22225111145499,3.103445493429541,Cheap,Cheap
Burundi,1996,34.275798654000994,2.9175104279685997,Cheap,Cheap
Cabo Verde,1996,65.52117537902505,1.5262241469497886,Moderate,Expensive
Cambodia,1996,32.62351356857744,3.0652737569112958,Cheap,Cheap
Cameroon,1996,46.208402364705805,2.1641085794470243,Cheap,Moderate
Canada,1996,88.53480014668133,1.1294993588320472,Moderate,Expensive
Armenia,1992,23.89030254017193,4.185798812377883,Cheap,Cheap
Aruba,1992,53.49449692762867,1.8693511621445367,Cheap,Moderate
Australia,1992,102.14496984537392,0.9790007295648434,Expensive,Expensive
Austria,1992,116.85086401202102,0.8557917037713346,Expensive,Expensive
"Bahamas, The",1992,98.9136386182291,1.0109829281072538,Moderate,Expensive
Bahrain,1992,31.086803955152924,3.2167990039845855,Cheap,Cheap
Bangladesh,1992,35.83552586792175,2.7905269304144693,Cheap,Cheap
Barbados,1992,84.534304366602,1.1829517111340686,Moderate,Expensive
Belarus,1992,33.720674355206775,2.9655397441528066,Cheap,Cheap
Belgium,1992,115.29498117942283,0.8673404425503944,Expensive,Expensive
Belize,1992,63.84650765047199,1.5662563808102155,Moderate,Expensive
Benin,1992,32.96878312814194,3.0331723076136416,Cheap,Cheap
Bermuda,1992,90.3864032849783,1.1063610937666266,Moderate,Expensive
Bhutan,1992,24.52792179087238,4.076986254792005,Cheap,Cheap
Bolivia,1992,30.631446687203773,3.264618906875685,Cheap,Cheap
Botswana,1992,43.532859107586056,2.297115375603114,Cheap,Moderate
Dominica,1994,77.25782465226666,1.2943672754196052,Moderate,Expensive
Dominican Republic,1994,41.13287576191112,2.4311453587351557,Cheap,Moderate
Ecuador,1994,35.790003162423915,2.7940763108115747,Cheap,Cheap
"Egypt, Arab Rep.",1994,19.943159781342,5.014250554897318,Cheap,Cheap
El Salvador,1994,37.4263303950045,2.6719157059904424,Cheap,Cheap
Equatorial Guinea,1994,24.207990250548423,4.130867493130064,Cheap,Cheap
Eritrea,1994,19.8719180396,5.0322268741610054,Cheap,Cheap
Estonia,1994,47.24856520878686,2.116466384917926,Cheap,Moderate
Eswatini,1994,46.13300862149748,2.167645314886337,Cheap,Moderate
Ethiopia,1994,32.67095697691232,3.060822493527425,Cheap,Cheap
Fiji,1994,48.74149743706528,2.0516398809683554,Cheap,Moderate
Finland,1994,109.86385885031304,0.9102174368028314,Expensive,Expensive
France,1994,117.43513705103967,0.85153389787026,Expensive,Expensive
Comoros,1992,59.60942919753109,1.6775869412979014,Cheap,Expensive
"Congo, Dem. Rep.",1992,31.10102360165015,3.2153282567424637,Cheap,Cheap
"Congo, Rep.",1992,35.24155866772205,2.837558944054043,Cheap,Cheap
Costa Rica,1992,46.359348114851485,2.1570622553246044,Cheap,Moderate
Côte d’Ivoire,1992,47.88294489749382,2.088426269814369,Cheap,Moderate
Croatia,1992,31.681742004632547,3.156392094392343,Cheap,Cheap
Cyprus,1992,76.62929654212411,1.3049839227615605,Moderate,Expensive
Czechia,1992,28.393081004598518,3.521984809743053,Cheap,Cheap
Dominica,1992,73.08623522563629,1.3682466977711178,Moderate,Expensive
Dominican Republic,1992,37.54111572521616,2.663746083945783,Cheap,Cheap
Ecuador,1992,31.69978752644312,3.15459527659555,Cheap,Cheap
"Egypt, Arab Rep.",1992,17.992461971882825,5.557883082163629,Cheap,Cheap
El Salvador,1992,32.8174726117924,3.0471572623196677,Cheap,Cheap
Equatorial Guinea,1992,43.81432046347141,2.282358802834141,Cheap,Moderate
"Macao SAR, China",1991,37.54836038585538,2.663232135101974,Cheap,Cheap
Madagascar,1991,23.907619642621857,4.182766895861214,Cheap,Cheap
Malawi,1991,58.372812773845794,1.7131262868457395,Cheap,Moderate
Malaysia,1991,35.33368253948167,2.8301607082211295,Cheap,Cheap
Maldives,1991,22.903933643455865,4.366062247502716,Cheap,Cheap
Mali,1991,34.998065080903324,2.8573008184548163,Cheap,Cheap
Malta,1991,75.58118858275057,1.3230805425944623,Moderate,Expensive
Marshall Islands,1991,84.9854014034288,1.1766726796440763,Moderate,Expensive
Mauritania,1991,48.70157476726491,2.0533216939673924,Cheap,Moderate
Mauritius,1991,50.556702439740896,1.9779771063825045,Cheap,Moderate
Mexico,1991,53.30436683971469,1.876018906681666,Cheap,Moderate
"Micronesia, Fed. Sts.",1991,88.5340298912093,1.1295091855965451,Moderate,Expensive
Moldova,1991,20.594030086832205,4.855776143783526,Cheap,Cheap
Mongolia,1991,34.515124031201054,2.8972806213763507,Cheap,Cheap
Morocco,1991,47.51219753776995,2.104722685590468,Cheap,Moderate
Mozambique,1991,91.67372335225744,1.090825116983072,Moderate,Expensive
Myanmar,1991,11.473987220949804,8.715366164729101,Cheap,Cheap
Luxembourg,1993,111.61100746268656,0.8959689754026429,Expensive,Expensive
"Macao SAR, China",1993,45.27920648506705,2.2085192688387707,Cheap,Moderate
Madagascar,1993,27.59424903765971,3.62394352038801,Cheap,Cheap
Malawi,1993,51.539143465487705,1.9402728348980667,Cheap,Moderate
Malaysia,1993,38.38956588029362,2.6048744680213396,Cheap,Moderate
Maldives,1993,25.62961066825024,3.901736990639472,Cheap,Cheap
Mali,1993,34.27061679436537,2.9179515676660244,Cheap,Cheap
Malta,1993,65.01020647803178,1.538220002943568,Moderate,Expensive
Marshall Islands,1993,86.1508832857423,1.1607542045543913,Moderate,Expensive
Mauritania,1993,37.33785876804488,2.678246779528335,Cheap,Cheap
Mauritius,1993,49.27888971862421,2.0292664987175333,Cheap,Moderate
Mexico,1993,66.90276757380641,1.4947064766742433,Moderate,Expensive
"Micronesia, Fed. Sts.",1993,89.7439409185713,1.1142813539995362,Moderate,Expensive
Moldova,1993,21.520829118953404,4.646661122917887,Cheap,Cheap
Mongolia,1993,12.117386274085993,8.252604789356106,Cheap,Cheap
